probe set	AA1521m99hpp_av06	AA1521n99hpp_av06	AA1521o99hpp_av06	AA1521p99hpp_av06	AA1521q99hpp_av06	AA1521r99hpp_av06	AA1521s99hpp_av06	AA1521t99hpp_av06
31583_at	2697.876	2883.936	2899.95	2855.425	2844.336	2762.315	2799.443	2837.388
31584_at	4082.666	4090.991	3931.568	3974.677	3854.169	3884.982	3844.839	3815.525
31585_at	77.707	77.838	80.813	80.24	75.335	80.608	75.166	84.21
31586_f_at	213.445	259.328	259.272	261.085	230.945	232.238	234.905	222.349
31587_at	156.208	139.388	148.926	140.751	142.524	144.403	146.01	148.135
31588_at	91.518	85.82	75.414	68.921	79.182	76.791	72.597	85.017
31589_at	60.955	46.961	49.655	48.787	56.436	50.666	53.477	53.282
31590_g_at	353.859	299.472	324.045	305.314	322.322	350.047	298.496	327.983
31591_s_at	55.647	49.1	43.888	44.768	64.453	50.562	53.581	53.705
31592_at	72.618	74.582	64.067	73.655	74.392	71.47	74.049	84.913
31593_at	201.478	197.027	180.615	198.069	179.217	185.347	180.469	187.873
31594_at	365.276	308.515	289.466	298.483	338.509	340.061	302.752	337.635
31595_at	154.912	132.566	125.943	128.927	135.598	135.673	131.003	154.463
31596_f_at	905.648	790.556	843.841	830.436	972.55	886.383	876.614	871.627
31597_r_at	1191.89	1129.556	1226.709	1178.562	1260.632	1283.083	1232.389	1190.63
31598_s_at	70.026	64.811	67.323	66.845	65.788	68.2	65.75	70.004
31599_f_at	106.754	103.415	94.272	97.221	97.257	111.798	86.977	101.802
31600_s_at	30.447	29.703	30.24	32.742	33.035	31.658	30.144	31.291
31601_s_at	98.927	99.999	97.413	84.19	91.81	100.678	91.996	103.699
31602_at	193.55	180.603	179.123	175.691	184.34	179.429	199.476	196.392
31603_at	37.859	36.53	33.288	38.516	40.255	38.904	34.956	38.434
31604_at	97.152	95.496	93.346	98.726	96.269	95.122	90.672	83.723
31605_at	112.847	107.203	94.497	90.335	99.523	99.812	95.027	111.06
31606_at	34.007	26.465	27.589	25.976	33.801	34.508	34.112	36.025
31607_at	99.515	82.343	79.904	81.195	89.409	90.075	80.605	98.82
31608_g_at	79.837	80.826	73.042	68.473	72.513	75.1	68.483	72.625
31609_s_at	149.697	135.338	150.647	134.959	134.249	136.465	147.861	144.601
31610_at	136.358	131.341	132.009	125.609	120.172	125.45	127.544	136.969
31611_s_at	11.577	14.463	15.12	17.105	13.866	15.7	17.652	14.309
31612_at	110.123	106.251	93.98	106.296	114.857	111.913	95.144	112.97
31613_at	49.805	50.432	51.154	48.545	47.702	46.16	48.985	46.801
31614_at	46.926	48.861	45.372	43.82	53.04	41.978	41.937	47.385
31615_i_at	92.416	85.595	78.228	73.513	81.619	86.843	76.138	91.376
31616_r_at	26.319	29.901	25.134	25.864	27.118	26.977	24.552	30.893
31617_at	165.709	173.715	170.072	194.456	171.272	172.778	163.12	173.035
31618_at	26.289	25.202	25.448	22.967	25.368	28.222	23.799	27.776
31619_at	7.438	7.679	8.485	5.464	8.013	5.457	8.047	6.441
31620_at	288.07	270.925	235.608	253.092	301.069	299.485	247.718	303.899
31621_s_at	438.969	412.423	383.006	375.468	370.111	405.743	387.114	428.973
31622_f_at	1539.123	1620.683	1522.721	1513.765	1467.74	1538.709	1492.176	1550.644
31623_f_at	2573.275	2577.623	2461.244	2395.427	2568.035	2603.86	2863.31	2712.074
31624_at	137.683	137.754	132.986	128.082	145.748	143.88	138.832	137.496
31625_at	41.173	34.21	37.279	38.609	40.529	36.517	41.125	37.627
31626_i_at	186.433	180.581	186.791	159.592	189.16	187.408	169.634	202.755
31627_f_at	205.049	166.066	188.468	156.97	203.777	199.807	200.024	206.163
31628_at	18.431	21.589	19.846	16.813	19.968	20.509	20.572	21.189
31629_at	14.235	16.458	14.84	12.891	15.005	14.899	16.128	15.815
31630_at	30.366	29.153	37.33	30.354	26.782	31.165	28.72	31.103
31631_f_at	87.972	81.432	86.51	75.038	83.93	82.389	73.401	74.232
31632_at	89.629	78.456	83.843	88.101	92.063	88.092	87.523	90.372
31633_g_at	81.761	69.684	66.114	68.966	82.348	76.791	75.038	88.738
31634_at	254.477	201.957	211.89	206.644	206.554	215.132	225.654	224.291
31635_g_at	116.693	124.973	119.168	127.299	121.823	122.931	131.272	124.282
31636_s_at	524.269	490.831	458.334	456.262	491.053	513.889	425.259	488.129
31637_s_at	1294.694	1112.827	1173.609	1086.297	1025.27	1115.688	1100.739	1097.641
31638_at	358.583	387.622	353.614	349.968	363.711	360.995	362.907	382.567
31639_f_at	115.496	106.516	99.061	106.11	110.148	109.712	103.569	106.413
31640_r_at	171.854	175.576	180.536	171.118	172.205	186.629	173.118	181.143
31641_s_at	344.429	293.256	295.89	317.894	332.257	341.896	304.718	335.264
31642_at	50.513	39.426	48.341	47.859	67.332	60.156	42.195	59.927
31643_at	37.225	39.277	32.736	38.096	40.645	39.583	41.24	37.532
31644_at	181.793	177.432	156.834	181.758	168.537	165.333	153.694	162.384
31645_at	111.596	98.345	99.649	111.355	116.07	102.814	117.345	128.475
31646_at	38.831	33.171	34.894	34.26	37.875	46.874	37.961	39.648
31647_at	91.846	97.391	82.222	93.585	90.475	90.246	97.144	92.428
31648_at	46.921	42.767	46.511	48.702	50.033	51.074	42.961	46.999
31649_at	82.614	82.269	77.846	74.832	87.835	82.17	76.039	76.847
31650_g_at	371.116	360.492	393.029	388.261	382.032	393.797	314.433	384.281
31651_at	40.057	34.044	35.287	32.996	39.961	35.573	39.679	35.651
31652_at	67.882	76.842	76.394	80.838	75.398	70.518	78.285	74.406
31653_at	70.479	63.242	63.95	71.228	66.97	72.836	75.653	70.416
31654_at	78.825	64.607	65.988	64.669	72.58	68.692	62.768	62.947
31655_at	219.408	188.866	186.918	190.653	257.75	203.17	200.845	219.296
31656_at	11.264	11.474	5.39	12.447	7.117	8.061	12.217	8.508
31657_at	29.071	29.711	27.532	29.062	29.762	29.955	28.904	31.401
31658_at	82.732	78.534	79.997	77.135	77.103	80.059	75.271	79.708
31659_at	205.342	184.249	189.098	183.613	202.987	186.676	208.363	194.277
31660_at	205.583	189.324	194.163	204.345	224.983	212.644	225.246	217.321
31661_at	395.661	342.93	379.938	354.135	412.609	414.473	417.87	447.516
31662_at	211.963	192.129	206.675	205.557	199.206	204.379	210.242	231.253
31663_at	127.465	123.539	127.249	133.343	132.204	123.615	132.495	137.59
31664_at	142.141	146.66	147.621	148.29	138.717	139.2	166.326	154.965
31665_s_at	29.714	21.298	25.372	27.792	26.644	29.362	24.975	31.326
31666_f_at	21.749	18.64	21.698	21.041	19.584	19.9	26.786	24.935
31667_r_at	539.849	458.896	533.399	474.796	498.405	524.857	501.305	502.986
31668_f_at	256.281	239.625	230.587	227.1	254.515	252.604	230.259	243.353
31669_s_at	160.852	156.395	154.673	152.441	156.412	157.624	150.538	164.087
31670_s_at	45.96	47.41	45.329	45.318	46.626	43.401	51.38	51.442
31671_at	175.419	174.068	189.593	181.396	195.479	193.895	198.667	197.599
31672_g_at	37.333	34.695	37.72	34.903	38.893	39.255	37.381	42.067
31673_s_at	261.882	262.961	242.061	251.914	265.763	253.919	263.855	265.773
31674_s_at	440.689	438.164	420.212	400.058	415.12	416.661	378.85	449.032
31675_s_at	33.112	35.276	34.19	27.468	33.86	35.612	33.791	27.879
31676_at	28.201	25.523	27.482	24.191	26.102	34.755	24.86	35.658
31677_at	40.677	35.339	43.432	41.351	38.296	37.09	38.239	39.989
31678_at	69.616	75.264	72.845	71.556	74.311	76.598	60.241	73.893
31679_at	70.173	71.763	62.527	68.084	84.95	75.851	58.794	85.628
31680_at	290.271	313.624	319.754	326.451	304.642	295.044	332.689	324
31681_at	218.19	230.198	228.3	231.137	229.481	233.542	205.672	219.3
31682_s_at	50.248	35.456	32.363	28.836	40.924	33.915	37.614	38.312
31683_at	80.51	72.495	77.954	80.047	72.94	76.85	77.251	83.572
31684_at	156.358	176.274	153.596	162.088	152.291	154.58	143.808	160.945
31685_at	953.934	1005.723	1048.478	1020.682	1387.478	1368.462	1179.195	1239.999
31686_at	69.145	62.935	64.377	56.152	66.204	62.813	69.543	74.007
31687_f_at	894.484	916.358	929.638	923.865	905.228	903.42	879.862	890.306
31688_at	262.278	243.049	257.624	234.95	278.005	290.282	259.748	279.976
31689_at	32.201	27.628	29.703	29.408	30.799	29.99	29.743	29.448
31690_at	73.073	70.945	69.752	75.284	67.729	72.487	72.926	71.622
31691_g_at	113.936	125.903	105.508	102.337	109.34	110.245	105.386	116.823
31692_at	100.943	117.561	105.79	120.377	105.455	104.414	111.1	104.607
31693_f_at	379.948	362.012	371.471	318.99	383.886	384.909	334.631	425.291
31694_at	160.859	147.671	142.724	143.555	160.612	163.792	130.84	155.191
31695_g_at	40.723	34.21	38.063	41.336	45.575	44.075	38.466	44.033
31696_at	89.735	93.544	87.855	89.399	88.22	83.787	94.497	85.426
31697_s_at	2305.473	2345.078	2378.682	2395.553	2177.97	2181.189	2272.982	2233.381
31698_at	113.219	126.15	133.781	146.454	119.887	111.019	137.665	123.547
31699_at	115.402	105.483	115.682	101.008	119.497	124.159	113.457	123.826
31700_at	379.297	942.489	976.086	876.607	1011.891	1067.63	690.7	950.252
31701_r_at	920.821	796.038	780.843	803.614	872.057	863.424	825.857	902.936
31702_at	24.53	21.635	19.057	22.257	20.242	19.06	22.412	24.506
31703_at	46.107	42.437	45.225	49.688	50.187	50.88	43.627	49.948
31704_at	219.504	200.602	206.089	194.746	219.571	206.171	201.415	206.682
31705_at	152.786	145.042	143.867	139.598	160.949	162.723	136.467	152.052
31706_at	39.089	39.248	37.96	33.92	31.478	43.609	27.945	36.516
31707_at	37.009	38.997	36.101	42.001	42.042	47.654	46.631	38.728
31708_at	2181.086	2337.66	2282.53	2313.234	2262.48	2085.084	2184.257	2021.207
31709_at	882.174	642.884	713.054	639.968	660.117	694.901	628.078	749.26
31710_at	65.756	58.37	56.484	60.024	68.487	62.541	56.755	67.978
31711_at	134.389	129.443	138.48	134.94	135.738	137.973	127.15	143.561
31712_at	105.816	113.506	99.209	94.596	101.201	99.291	117.476	112.126
31713_s_at	51.701	58.414	56.566	59.657	55.654	55.236	53.521	52.134
31714_at	50.31	51.332	43.436	38.446	47.952	46.795	34.108	43.071
31715_at	344.052	304.109	292.046	287.396	352.26	365.803	311.468	367.768
31716_at	508.791	454.059	469.412	434.017	473.014	480.352	396.046	510.403
31717_at	81.37	68.522	83.967	89.217	86.511	88.627	85.823	96.372
31718_at	5.139	9.832	8.798	10.457	9.57	10.738	4.865	11.145
31719_at	148.186	134.602	136.349	127.216	127.379	137.903	135.35	145.098
31720_s_at	114.113	103.39	107.478	113.314	119.046	116.429	111.241	117.845
31721_at	45.627	43.125	44.483	42.988	44.407	44.219	42.382	43.793
31722_at	3781.131	3915.303	3878.281	3679.266	3702.316	3649.503	3883.606	3883.936
31723_at	94.812	78.567	83.664	78.077	84.25	86.698	73.481	70.822
31724_at	242.373	225.753	236.682	212.522	232.536	223.321	195.71	224.946
31725_s_at	81.307	86.613	73.767	79.259	74.554	80.399	78.853	79.239
31726_at	95.107	95.054	90.719	83.535	110.553	112.032	79.25	106.437
31727_at	177.383	137.721	133.368	137.736	156.309	150.526	152.8	168.07
31728_at	148.425	138.11	144.043	132.917	153.383	148.799	126.083	151.761
31729_at	25.534	26.377	25.922	28.23	26.402	30.404	28.211	23.337
31730_at	90.943	91.648	86.314	85.505	97.93	99.077	80.75	104.705
31731_at	233.595	229.605	221.95	235.108	235.801	235.607	227.771	240.859
31732_at	20.236	19.111	19.259	15.51	19.352	18.537	22.276	22.209
31733_at	118.947	129.961	143.874	149.984	130.292	127.795	144.818	126.428
31734_at	208.919	176.621	209.456	178.723	192.669	221.619	176.786	197.717
31735_at	39.651	33.649	42.664	31.068	36.897	39.604	37.181	31.563
31736_at	142.146	123.08	119.164	113.371	131.679	132.645	126.144	125.837
31737_at	36.978	37.618	40.626	48.457	42.463	37.64	49.486	41.353
31738_at	288.651	282.55	250.103	257.99	284.254	278.849	273.222	308.769
31739_at	431.484	491.035	452.746	521.662	482.488	460.686	413.738	451.307
31740_s_at	383.712	349.624	337.252	337.766	388.431	373.022	363.313	404.156
31741_at	213.419	171.318	169.107	156.742	166.725	178.644	169.722	192.855
31742_at	105.072	104.777	108.617	103.275	107.231	113.017	105.054	113.142
31743_at	36.148	36.189	35.048	30.854	33.986	32.965	37.384	37.489
31744_at	52.238	54.684	51.265	52.989	48.409	45.601	50.476	43.944
31745_at	475.333	447.203	433.975	405.585	453.905	442.956	451.541	464.484
31746_at	61.85	56.293	52.773	52.364	58.893	61.175	59.581	61.048
31747_g_at	156.156	143.751	143.241	138.274	133.361	145.974	122.469	137.207
31748_at	209.959	219.032	218.753	229.74	211.113	214.278	223.221	219.282
31749_f_at	300.395	314.872	268.946	282.948	288.713	325.109	281.678	313.259
31750_at	70.106	73.189	76.079	82.064	74.273	69.207	80.611	72.001
31751_f_at	109.882	87.55	92.195	92.588	102.987	91.901	94.478	108.475
31752_at	120.35	121.939	135.537	124.317	115.809	126.63	103.81	117.221
31753_at	117.013	127.168	123.075	123.906	114.802	119.811	123.45	122.956
31754_at	32.913	28.342	27.087	27.792	31.369	29.375	25.411	30.587
31755_at	77.46	68.828	73.083	65.392	75.341	96.272	71.94	74.205
31756_at	47.903	48.745	52.502	44.292	44.789	52.331	43.144	47.388
31757_at	129.107	115.925	125.094	125.042	113.467	121.026	122.116	126.096
31758_at	103.076	87.222	91.501	83.524	92.291	93.182	93.951	101.909
31759_at	317.328	282.854	310.812	277.355	314.258	340.44	256.942	315.246
31760_at	115.815	100.669	93.152	91.623	113.808	123.983	80.917	114.086
31761_at	210.182	195.092	185.586	165.783	195.202	184.442	192.867	200.573
31762_at	297.907	269.487	317.451	274.161	296.372	336.381	252.58	321.423
31763_at	38.241	26.262	34.886	26.446	51.922	45.285	27.711	52.138
31764_at	21.262	16.762	24.335	19.52	18.534	21.672	18.951	22.142
31765_at	27.314	30.35	25.24	28.789	25.19	29.972	27.557	31.39
31766_s_at	152.22	147.574	161.409	151.12	164.662	156.434	157.86	154.896
31767_at	84.315	75.788	68.549	73.651	77.702	74.275	80.618	77.347
31768_at	20.292	19.672	17.164	19.071	19.018	21.42	17.364	20.542
31769_at	199.313	228.179	203.314	206.58	190.012	193.601	188.534	201.095
31770_at	110.657	99.832	101.214	91.923	107.493	105.215	87.785	121.746
31771_at	56.691	54.771	46.304	48.96	47.4	48.047	49.734	44.977
31772_at	153.169	140.531	140.764	145.72	158.31	148.642	156.486	169.636
31773_at	39.242	32.326	37.297	33.643	28.894	35.544	36.804	37.114
31774_at	45.967	37.759	39.564	36.183	56.589	49.478	38.677	59.744
31775_at	89.705	84.984	86.627	78.065	101.698	92.949	87.604	88.146
31776_at	98.075	98.593	91.413	92.373	84.801	101.908	94.307	100.427
31777_at	152.222	127.573	136.608	133.858	153.898	150.638	146.954	143.913
31778_at	197.771	183.663	182.557	168.97	199.548	190.519	190.093	207.609
31779_s_at	255.897	258.127	240.269	231.248	228.707	241.722	241.456	260.548
31780_f_at	86.716	78.772	84.56	73.928	89.512	82.547	89.757	78.436
31781_at	23.101	27.711	31.554	22.31	28.221	22.603	32.529	32.445
31782_at	38.217	43.012	42.995	38.517	41.862	33.753	35.99	31.558
31783_at	130.34	118.339	119.165	97.738	110.548	113.156	117.227	123.117
31784_at	330.483	316.006	327.414	319.461	320.599	319.334	295.74	322.063
31785_f_at	151.045	137.128	145.497	128.23	146.904	149.814	128.135	158.962
31905_at	125.356	123.083	122.525	116.825	131.37	123.336	108.877	128.658
31906_at	123.131	135.151	137.166	129.86	117.059	117.38	118.459	118.009
31907_at	1142.8	1374.833	1313.514	1386.812	1253.352	1213.669	1347.935	1201.267
31908_at	192.121	213.927	165.231	193.681	179.743	184.662	211.635	177.406
31909_at	63.222	61.556	52.065	56.881	60.304	60.384	58.773	67.805
31910_at	19.972	24.956	23.385	26.915	24.735	23.626	33.75	27.661
31911_at	454.528	396.877	461.046	380.723	457.443	451.926	337.758	429.028
31912_at	170.842	147.541	133.816	141.458	144.674	152.907	165.738	162.193
31913_at	136.454	124.214	126.369	112.134	120.563	122.15	109.646	136.486
31914_at	64.629	62.763	68.005	63.823	59.878	63	67.176	69.251
31915_at	95.29	97.625	91.711	86.298	93.624	100.902	85.645	94.162
31916_at	73.9	65.373	73.562	66.634	77.293	78.725	68.793	81.608
31917_at	99.869	89.522	89.314	85.706	94.823	80.195	95.846	88.222
31918_at	77.664	73.506	78.187	72.474	69.192	81.855	88.938	74.634
31919_at	47.021	43.707	48.969	41.342	48.771	53.093	37.856	52.703
31920_at	122.612	127.572	130.703	125.397	117.152	136.15	129.741	124.584
31921_at	247.501	228.437	221.924	205.486	216.037	231.98	232.019	234.806
31922_i_at	45.938	54.006	56.145	55.34	47.949	58.643	36.808	46.539
31923_f_at	104.934	82.56	81.576	87.223	104.288	103.016	88.842	106.749
31924_at	48.947	48.204	42.935	47.23	50.929	52.487	46.184	50.405
31925_s_at	95.236	95.417	89.246	91.503	102.382	100.463	86.461	103.114
31926_at	18.456	13.928	18.253	14.48	26.181	21.947	19.036	24.664
31927_s_at	156.398	149.486	134.119	143.302	144.714	138.01	141.169	150.803
31928_at	79.286	64.923	68.825	56.015	71.937	61.949	66.426	57.701
31929_at	54.397	50.058	52.73	45.598	54.879	52.538	52.389	53.524
31930_f_at	171.307	161.127	162.23	162.085	165.269	167.554	169.838	183.86
31931_f_at	156.177	156.612	148.488	149.793	142.242	147.915	155.137	169.192
31932_f_at	204.276	245.889	211.331	225.957	201.521	197.523	215.464	212.743
31933_r_at	330.118	306.578	349.507	330.895	343.648	344.648	320.725	358.567
31934_at	21.173	19.065	17.064	19.196	22.155	22.586	17.504	23.285
31935_s_at	233.174	222.866	239.472	201.069	224.316	222.583	215.986	228.296
31936_s_at	315.186	292.005	303.817	280.867	374.526	339.285	326.913	327.563
31937_at	47.683	45.136	48.685	42.914	47.787	44.513	39.446	46.956
31938_g_at	35.76	36.427	41.5	40.851	45.103	40.066	42.769	39.397
31939_at	15.319	13.742	13.815	11.161	13.792	11.963	14.04	14.095
31940_s_at	91.754	69.592	64.136	68.286	74.505	79.914	71.674	76.881
31941_s_at	33.096	39.024	33.586	32.188	36.808	39.039	31.901	32.586
31942_at	179.255	185.406	179.594	180.496	171.4	180.285	156.96	182.869
31943_g_at	36.948	40.793	36.83	37.398	31.698	40.214	33.56	34.396
31944_at	114.639	102.37	102.977	104.17	115.422	112.142	106.083	106.289
31945_s_at	148.325	130.431	141.23	121.83	144.549	154.277	128.586	144.754
31946_s_at	70.985	78.159	77.521	68.832	74.912	73.783	77.387	70.802
31947_r_at	2243.86	2314.095	2556.467	2348.354	2772.726	2553.891	2426.671	2327.189
31948_at	220.754	227.3	247.69	238.933	223.728	212.053	263.946	230.268
31949_at	17.173	19.023	17.487	15.567	16.234	17.618	17.66	22.063
31950_at	492.65	577.676	443.846	492.86	387.933	413.71	462.749	410.387
31951_s_at	831.078	875.853	803.86	847.92	868.808	854.732	928.206	912.29
31952_at	2980.364	2709.844	2874.691	2688.821	2853.636	2911.29	2788.058	2743.983
31953_f_at	113.819	105.813	113.307	100.28	99.45	114.135	103.826	113.761
31954_f_at	60.529	53.329	50.92	43.292	61.808	59.505	46.456	63.244
31955_at	1452.364	1597.627	1505.334	1534.144	1358.632	1352.096	1552.847	1385.043
31956_f_at	2553.897	2725.564	2568.494	2663.913	2526.822	2494.72	2448.273	2621.924
31957_r_at	5669.029	5471.759	5727.381	5424.19	5691.573	5835.268	5534.533	6093.629
31958_i_at	111.434	116.428	113.319	113.99	122.213	117.713	113.528	114.158
31959_at	53.25	39.842	38.773	40.536	43.186	42.363	49.586	43.728
31960_f_at	64.535	70.849	74.683	70	74.517	76.664	72.317	75.287
31961_r_at	46.955	39.582	43.692	43.309	46.786	42.988	42.875	46.37
31962_at	4909.263	5439.854	4965.55	5092.595	5020.598	5003.676	4840.978	4889.33
31963_at	126.23	110.309	103.353	93.502	118.935	105.073	109.008	121.615
31964_at	63.273	59.913	62.638	61.174	56.003	55.689	64.551	67.33
31965_at	103.914	95.391	93.814	101.037	105.796	105.379	99.868	105.981
31966_at	24.308	19.217	19.21	19.165	23.331	26.534	21.881	24.568
31967_at	257.157	270.429	259.343	264.409	260.37	255.135	252.24	248.46
31968_at	855.993	938.858	922.58	904.506	26.347	23.079	19.933	23.894
31969_i_at	13.438	15.903	15.539	13.819	13.96	15.054	19.039	14.091
31970_r_at	7.935	9.679	11.596	7.568	6.277	9.255	6.436	9.47
31971_at	250.957	220.585	245.631	228.148	233.392	241.826	216.391	248.433
31972_at	19.579	17.8	17.948	19.603	19.089	17.815	14.68	22.767
31973_at	110.417	110.659	113.29	102.265	116.503	112.584	109.857	109.133
31974_at	689.37	610.99	632.857	589.501	717.888	693.318	688.22	766.693
31975_at	289.09	261.383	261.669	230.17	253.511	283.118	250.846	278.764
31976_at	44.436	46.948	42.55	37.613	40.808	39.285	37.958	47.389
31977_at	214.689	188.69	188.327	178.652	209.146	196.14	195.965	205.111
31978_at	143.217	167.941	160.787	165.805	151.325	154.41	154.101	158.136
31979_at	830.188	742.529	764.653	696.755	770.177	801.889	631.632	761.299
31980_at	210.569	197.828	218.793	204.232	211.887	208.872	203.275	213.035
31981_at	558.451	465.931	455.742	488.968	535.689	496.455	498.508	527.017
31982_at	97.046	80.151	83.523	78.825	88.123	82.582	73.709	88.608
31983_at	88.658	87.218	97.471	89.884	79.877	93.448	80.632	76.514
31984_at	33.77	31.265	35.148	33.7	34.565	31.216	36.377	33.5
31985_at	90.722	82.68	76.64	84.748	79.235	95.298	73.44	92.641
31986_at	5.623	10.515	6.582	6.257	7.985	5.592	6.969	6.412
31987_at	95.467	97.881	89.725	98.371	92.079	95.761	95.271	96.344
